-150	25
-140	23.9973
-130	23.0639
-120	22.1999
-110	21.4051
-100	20.6796
-90	20.0233
-80	19.4361
-70	18.9181
-60	18.4692
-50	18.0894
-40	17.7787
-30	17.537
-20	17.3644
-10	17.2609
0	17.2263
10	17.2609
20	17.3644
30	17.537
40	17.7787
50	18.0894
60	18.4692
70	18.9181
80	19.4361
90	20.0233
100	20.6796
110	21.4051
120	22.1999
130	23.0639
140	23.9973
150	25
